age,education,marital-status,race,workclass,education-num,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,No-Degree,Partnered,White,Local-gov,9,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,1,Priv-house-serv,Other-relative,Female,0,0,40,Guatemala,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Unmarried,Female,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Local-gov,9,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,9,Transport-moving,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,14,Prof-specialty,Unmarried,Female,0,0,32,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Not-in-family,Female,0,0,45,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,14,Prof-specialty,Husband,Male,7298,0,50,United-States,>50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,3103,0,60,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Other-relative,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,11,Craft-repair,Own-child,Male,0,0,50,Japan,<=50K
*,No-Degree,Partnered,White,Private,4,Transport-moving,Husband,Male,0,1579,65,Canada,<=50K
*,Degree,Not-Partnered,White,Federal-gov,14,Exec-managerial,Not-in-family,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Self-emp-inc,14,Sales,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Own-child,Male,0,0,15,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,Black,Private,10,Adm-clerical,Wife,Female,3103,0,40,United-States,>50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,14,Machine-op-inspct,Unmarried,Female,0,0,42,India,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Other-service,Unmarried,Female,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Tech-support,Not-in-family,Female,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Female,0,0,80,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Other-service,Other-relative,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Other,Self-emp-inc,8,Sales,Husband,Male,0,0,98,Dominican-Republic,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Federal-gov,13,Adm-clerical,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,7,Craft-repair,Own-child,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Other-relative,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Self-emp-not-inc,10,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Other-relative,Male,0,0,35,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Own-child,Male,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,3103,0,45,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Unmarried,Female,1506,0,36,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,10,Prof-specialty,Not-in-family,Male,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Wife,Female,7688,0,50,United-States,>50K
*,No-Degree,Partnered,White,Private,2,Other-service,Husband,Male,0,0,35,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Local-gov,9,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Farming-fishing,Husband,Male,0,0,60,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Adm-clerical,Not-in-family,Female,2597,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Female,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Male,0,0,32,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Machine-op-inspct,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Federal-gov,9,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Federal-gov,13,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Amer-Indian-Eskimo,Private,10,Machine-op-inspct,Husband,Male,0,0,30,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,State-gov,10,Farming-fishing,Own-child,Male,0,0,12,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Farming-fishing,Husband,Male,0,0,38,United-States,<=50K
*,Degree,Partnered,White,Federal-gov,13,Exec-managerial,Husband,Male,7688,0,40,United-States,>50K
*,Degree,Partnered,White,Private,12,Exec-managerial,Husband,Male,0,0,54,United-States,>50K
*,Degree,Partnered,Asian-Pac-Islander,Private,13,Craft-repair,Husband,Male,0,0,36,Vietnam,>50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Wife,Female,3103,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,7688,0,70,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,5178,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,14,Farming-fishing,Not-in-family,Male,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Private,15,Prof-specialty,Husband,Male,7688,0,50,United-States,>50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Exec-managerial,Husband,Male,99999,0,50,United-States,>50K
*,No-Degree,Partnered,White,Local-gov,10,Protective-serv,Husband,Male,0,0,99,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,14,Prof-specialty,Not-in-family,Female,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,9,Handlers-cleaners,Not-in-family,Female,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,7298,0,50,United-States,>50K
*,No-Degree,Partnered,Black,Private,6,Other-service,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Other-service,Wife,Female,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,2002,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,4,Craft-repair,Husband,Male,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Exec-managerial,Not-in-family,Male,8614,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Sales,Own-child,Male,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Tech-support,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,1,Adm-clerical,Own-child,Female,0,0,25,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Male,27828,0,45,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,10,Sales,Not-in-family,Female,0,0,37,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Sales,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,State-gov,14,Prof-specialty,Husband,Male,0,0,19,India,<=50K
*,Degree,Not-Partnered,White,Private,14,Prof-specialty,Unmarried,Female,0,2547,40,United-States,>50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,13,Exec-managerial,Not-in-family,Female,0,0,40,China,<=50K
*,Degree,Partnered,White,State-gov,14,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Tech-support,Own-child,Male,0,0,24,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,10,Other-service,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Unmarried,Female,1506,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Handlers-cleaners,Husband,Male,0,2179,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Female,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Protective-serv,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Other-relative,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,8,Sales,Own-child,Female,0,0,8,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Tech-support,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Handlers-cleaners,Husband,Male,0,0,48,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Other-service,Not-in-family,Male,0,0,12,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Prof-specialty,Not-in-family,Female,3273,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,9,Protective-serv,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Farming-fishing,Husband,Male,0,0,7,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Unmarried,Female,0,0,15,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,?,9,?,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Transport-moving,Husband,Male,0,0,48,United-States,<=50K
*,Degree,Partnered,White,?,13,?,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Own-child,Male,0,1974,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Farming-fishing,Own-child,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Male,0,0,45,Honduras,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Self-emp-not-inc,9,Other-service,Husband,Male,0,0,12,United-States,<=50K
*,No-Degree,Partnered,White,State-gov,7,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Female,114,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Tech-support,Husband,Male,0,0,48,United-States,<=50K
*,Degree,Partnered,Other,Private,13,Machine-op-inspct,Husband,Male,0,0,40,Ecuador,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Own-child,Male,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Other-relative,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Exec-managerial,Husband,Male,0,0,16,United-States,<=50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,7298,0,45,United-States,>50K
*,No-Degree,Partnered,Black,Federal-gov,10,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Unmarried,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Prof-specialty,Husband,Male,7298,0,40,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,7,Other-service,Wife,Female,0,0,5,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Sales,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,13,Sales,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Other,Private,13,Exec-managerial,Husband,Male,0,1579,35,India,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,12,Craft-repair,Not-in-family,Male,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Exec-managerial,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Handlers-cleaners,Husband,Male,0,0,44,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,7,Craft-repair,Own-child,Male,0,0,50,Mexico,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,Black,State-gov,9,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Craft-repair,Husband,Male,0,0,70,?,<=50K
*,Degree,Partnered,White,Self-emp-inc,12,Sales,Husband,Male,5178,0,48,United-States,>50K
*,Degree,Not-Partnered,Black,Private,11,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,7,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Craft-repair,Not-in-family,Male,0,0,46,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Husband,Male,0,0,22,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,13,Transport-moving,Not-in-family,Male,0,0,50,?,<=50K
*,No-Degree,Partnered,Asian-Pac-Islander,Private,9,Transport-moving,Husband,Male,0,0,60,Trinadad&Tobago,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,16,Prof-specialty,Husband,Male,0,0,23,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,8,Machine-op-inspct,Not-in-family,Female,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,Black,State-gov,13,Exec-managerial,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,4,Other-service,Husband,Male,0,0,70,Italy,<=50K
*,Degree,Partnered,Other,Private,13,Other-service,Not-in-family,Male,0,0,40,Mexico,<=50K
*,Degree,Not-Partnered,White,Private,11,Tech-support,Not-in-family,Female,0,0,30,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,13,Adm-clerical,Own-child,Female,0,0,50,Laos,<=50K
*,No-Degree,Partnered,White,State-gov,9,Protective-serv,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,?,16,?,Husband,Male,0,0,20,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,6,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,13,Craft-repair,Unmarried,Male,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,4,?,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Sales,Husband,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,11,Protective-serv,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Not-in-family,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,Private,14,Prof-specialty,Wife,Female,0,0,40,Hong,>50K
*,No-Degree,Partnered,White,Private,3,Other-service,Husband,Male,0,2603,40,Greece,<=50K
*,Degree,Not-Partnered,White,?,13,?,Not-in-family,Male,0,0,7,United-States,>50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,50,Germany,>50K
*,No-Degree,Partnered,White,Private,7,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Federal-gov,13,Adm-clerical,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Adm-clerical,Unmarried,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,Asian-Pac-Islander,Private,9,Other-service,Wife,Female,0,0,40,South,<=50K
*,No-Degree,Partnered,White,Private,6,Handlers-cleaners,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Craft-repair,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Other-relative,Female,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,6,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,20,Peru,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,60,United-States,<=50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,13,Exec-managerial,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Unmarried,Female,0,0,48,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Sales,Husband,Male,0,2377,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,?,7,?,Own-child,Female,0,0,20,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,11,Tech-support,Unmarried,Female,0,625,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Wife,Female,0,0,42,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,1740,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,State-gov,10,Adm-clerical,Own-child,Female,0,0,12,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,55,United-States,<=50K
*,Degree,Partnered,Black,Local-gov,11,Protective-serv,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,14,Exec-managerial,Husband,Male,99999,0,50,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,10,Adm-clerical,Unmarried,Female,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,4064,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Not-in-family,Male,14084,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Unmarried,Female,0,0,15,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,13,Sales,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,6,Craft-repair,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Other-service,Own-child,Female,0,0,30,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,13,Sales,Husband,Male,0,0,45,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,3,Handlers-cleaners,Husband,Male,0,0,25,Mexico,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,15,Exec-managerial,Husband,Male,0,0,45,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,10,Protective-serv,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,10,Exec-managerial,Husband,Male,0,0,30,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,State-gov,13,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,14,Prof-specialty,Not-in-family,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Unmarried,Female,0,0,25,?,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Craft-repair,Husband,Male,0,1672,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Exec-managerial,Husband,Male,0,0,45,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Male,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Federal-gov,9,Adm-clerical,Husband,Male,0,0,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Female,0,0,30,United-States,<=50K
*,Degree,Not-Partnered,Black,Self-emp-not-inc,13,Prof-specialty,Own-child,Female,2174,0,60,?,<=50K
*,No-Degree,Partnered,White,Private,7,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Sales,Unmarried,Male,1506,0,50,Mexico,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Female,0,0,40,England,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,State-gov,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,16,Prof-specialty,Husband,Male,0,1902,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,12,Machine-op-inspct,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Female,0,0,50,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,?,9,?,Unmarried,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Federal-gov,9,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Local-gov,13,Prof-specialty,Unmarried,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,State-gov,9,Protective-serv,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,55,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Adm-clerical,Not-in-family,Female,0,0,40,France,<=50K
*,No-Degree,Partnered,White,State-gov,3,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Own-child,Male,0,0,38,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,3,Handlers-cleaners,Other-relative,Male,0,0,40,Mexico,<=50K
*,No-Degree,Partnered,White,Local-gov,9,Protective-serv,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,8,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,7688,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,7,Handlers-cleaners,Own-child,Male,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Private,15,Exec-managerial,Husband,Male,99999,0,40,United-States,>50K
